.,?,*,*_nested,+,+_nested,repeat_n,repeat_n_nested,repeat_nm,repeat_nm_nested,repeat_n_more,repeat_n_more_nested,repeat_m_less,repeat_m_less_nested,join,list,nList,range,posix,\b,\B,word_begin,word_end,\w,\W,\s,\S,^,$,backref,\p,\P,\N,\d,\D,\q,\Q,\x,look_ahead,nlook_ahead,look_behind,nlook_behind,grapheme_cluster,\u,-l,-L,-x,-w,-utf_16,-c,-i,-e,-f,-t,\t
false,true,true,2,false,2,true,0,false,3,false,1,true,0,false,true,false,false,[:digit:],false,true,true,true,false,true,false,false,true,true,true,true,true,true,true,false,false,true,true,false,true,true,true,false,true,false,true,false,true,true,true,false,true,true,1,false
false,false,true,2,true,2,true,0,false,3,true,2,true,0,false,true,false,false,[:graph:],true,true,false,false,false,true,false,true,true,false,false,true,true,false,false,true,false,false,true,true,false,true,false,false,false,true,true,false,false,true,true,false,true,false,1,true
true,true,false,0,false,2,true,0,true,3,true,1,true,0,false,false,true,false,[:print:],true,false,true,true,false,false,true,true,false,true,false,false,false,true,true,true,true,true,false,false,false,false,false,false,true,true,true,true,false,true,true,true,false,true,1,true
true,true,true,0,true,2,false,0,false,3,false,1,false,0,true,true,false,false,[:punc:],true,true,false,false,false,true,false,true,true,false,false,true,false,true,false,false,false,true,true,false,true,true,true,true,false,true,true,false,true,true,true,true,true,true,1,true
true,true,false,0,false,2,false,0,true,3,false,1,true,0,false,false,false,true,[:upper:],true,false,true,false,true,true,true,false,true,false,false,true,false,true,true,true,false,false,false,true,false,true,true,false,false,false,true,true,true,true,false,false,true,true,1,false
true,true,false,0,true,2,false,0,false,3,false,1,false,0,true,false,true,false,[:xdigit:],false,true,false,true,true,true,false,false,true,false,false,false,true,true,false,true,false,true,true,true,true,false,true,false,false,true,false,true,false,false,false,true,false,true,1,true
true,false,true,3,true,3,true,0,true,3,false,2,true,0,true,true,false,true,[:alnum:],false,false,true,true,false,true,false,true,false,false,false,true,true,false,false,false,false,false,true,false,true,true,true,true,true,false,false,true,false,false,true,false,false,true,1,true
false,false,true,2,false,3,false,0,false,3,false,3,false,0,true,true,true,true,[:blank:],true,false,false,true,false,true,false,true,true,false,false,false,false,true,false,true,true,false,false,false,true,true,true,false,true,true,false,true,true,true,true,false,false,false,1,true
true,true,true,1,true,3,false,0,true,3,true,3,false,0,true,true,true,true,[:digit:],false,true,true,true,false,false,true,false,true,true,false,true,true,true,true,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,1,true
false,false,false,3,false,3,true,0,true,3,true,2,false,0,true,false,false,true,[:lower:],true,false,true,true,true,true,false,false,false,true,true,true,true,true,false,true,true,false,false,false,true,false,false,true,false,true,false,false,true,true,true,true,false,false,1,true
true,true,false,0,false,3,true,0,true,3,false,2,false,0,false,false,true,false,[:print:],true,true,false,true,false,true,true,false,false,false,false,true,false,false,true,false,false,true,true,true,false,true,false,false,true,false,true,false,true,false,true,false,false,true,1,false
true,true,true,1,true,3,false,0,false,3,true,2,true,0,true,false,true,false,[:punc:],false,true,true,false,true,true,true,true,false,false,true,false,true,true,false,true,false,true,false,true,true,false,true,true,false,true,false,false,true,false,false,false,false,false,1,true
true,true,true,1,false,3,true,0,true,3,false,2,true,0,true,false,true,false,[:upper:],false,false,true,true,true,true,false,false,false,true,false,true,true,false,false,true,true,true,false,true,true,false,false,false,true,false,true,true,false,false,false,true,true,true,1,true
true,true,true,1,false,3,true,0,false,3,true,2,true,0,false,false,true,true,[:xdigit:],true,false,false,true,false,false,false,false,false,true,true,true,true,true,true,true,false,true,true,true,true,true,false,false,true,false,false,true,false,true,true,true,true,false,1,false
false,true,true,3,true,0,false,1,true,3,false,0,true,0,false,true,false,true,[:alnum:],false,true,false,false,true,false,true,true,false,false,false,true,false,true,false,true,true,true,false,true,true,false,false,true,false,true,false,false,true,false,true,false,true,true,2,false
true,false,false,0,false,0,true,1,false,3,false,0,false,0,true,true,true,true,[:blank:],false,true,true,false,false,true,false,true,false,true,true,true,false,true,true,false,false,true,false,true,false,false,true,false,true,false,true,false,true,false,true,false,false,false,2,false
true,false,true,2,true,0,false,1,true,3,true,0,false,0,false,false,true,false,[:digit:],true,false,true,false,true,true,false,true,true,false,false,false,true,false,true,false,true,true,false,true,true,true,false,true,false,false,true,false,true,true,false,false,true,false,2,false
false,false,true,2,false,0,true,1,false,3,true,0,true,0,true,true,false,false,[:lower:],false,false,false,true,true,true,true,true,false,true,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,true,true,false,true,true,false,false,true,true,2,true
false,true,true,1,true,0,true,1,false,3,true,0,true,0,true,true,false,false,[:print:],false,false,false,true,true,true,true,false,false,false,false,true,false,false,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,true,false,false,false,2,false
false,false,true,1,false,0,false,1,false,3,true,0,true,0,false,false,false,true,[:punc:],true,true,true,true,false,false,true,true,false,false,false,false,true,false,false,true,true,false,true,false,false,false,true,true,false,false,true,false,true,true,false,false,false,false,2,false
false,false,true,1,true,0,false,1,false,3,true,0,false,0,false,false,true,false,[:upper:],false,false,true,true,false,true,true,false,true,false,false,true,true,true,false,false,false,false,false,true,false,true,false,true,false,true,false,true,true,false,false,false,false,false,2,false
false,false,false,1,false,0,false,1,true,3,true,0,false,0,false,false,false,true,[:xdigit:],false,false,false,false,false,true,true,false,true,true,true,true,false,true,true,true,true,true,true,false,true,false,false,true,true,true,true,false,false,false,false,false,false,false,2,true
true,true,true,0,true,1,true,1,true,3,true,1,false,0,false,true,true,true,[:alnum:],true,true,false,false,true,false,true,true,true,false,true,true,false,true,true,true,true,true,false,true,false,false,true,false,true,true,false,false,true,false,true,true,false,true,2,true
true,true,true,1,false,1,true,1,true,3,false,1,true,0,true,true,true,false,[:alpha:],true,false,true,true,false,true,false,true,true,false,false,false,true,false,false,true,false,false,true,false,true,false,true,true,true,true,false,false,true,true,true,true,false,true,2,true
false,false,true,0,false,1,true,1,true,3,false,1,false,0,false,true,false,true,[:digit:],true,true,true,false,true,true,false,false,true,false,true,true,true,true,false,false,true,true,true,false,false,false,true,false,true,true,false,true,false,true,false,false,false,false,2,false
true,true,false,0,true,1,true,1,false,3,false,0,true,0,false,false,true,true,[:graph:],false,true,true,false,false,true,true,true,false,true,true,false,true,false,false,true,true,false,true,true,true,false,false,true,true,false,false,true,false,true,false,false,true,true,2,true
true,false,true,3,true,1,true,1,false,3,true,1,false,0,true,true,true,false,[:print:],true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,false,false,false,true,true,false,false,true,true,true,false,true,true,false,true,false,true,true,true,2,false
false,false,false,2,false,1,false,1,true,3,false,1,true,0,false,false,true,false,[:punc:],false,true,true,false,true,true,false,true,false,true,false,true,true,true,true,false,true,false,true,false,false,true,false,true,false,true,false,true,false,false,true,true,false,true,2,false
false,false,true,2,false,1,true,1,true,3,true,1,true,0,false,true,false,true,[:upper:],true,false,false,false,true,false,true,false,true,false,true,false,false,true,true,true,true,false,false,false,true,false,false,true,true,true,true,false,true,false,true,false,true,false,2,true
false,false,true,2,false,1,false,1,false,3,true,1,true,0,true,false,false,false,[:xdigit:],false,true,false,true,true,false,false,false,false,false,false,false,true,false,false,true,false,true,false,false,false,true,false,false,false,false,false,true,false,true,false,true,false,false,2,false
false,false,true,0,true,2,true,1,false,3,false,2,true,0,true,true,true,false,[:alpha:],false,false,true,false,false,false,true,false,false,false,false,true,true,false,true,false,true,false,true,true,false,true,true,false,false,false,true,false,true,true,false,true,false,true,2,false
true,true,false,1,false,2,true,1,false,3,true,2,false,0,true,false,false,true,[:blank:],true,false,false,false,false,true,true,true,true,true,false,false,false,false,false,false,true,true,true,true,false,false,true,false,false,true,true,false,true,false,true,false,true,true,2,false
true,false,false,1,true,2,false,1,true,3,false,2,false,0,false,true,false,true,[:digit:],true,true,false,false,true,true,false,true,false,true,false,false,false,true,true,false,false,false,false,true,true,false,false,true,false,false,false,false,false,true,true,false,true,false,2,true
true,true,false,1,true,2,false,1,false,3,true,1,true,0,true,false,false,false,[:graph:],true,false,false,false,true,true,true,false,true,false,false,true,true,true,false,false,false,false,false,false,true,true,true,true,false,true,false,true,false,false,false,true,true,false,2,true
true,false,false,2,true,2,false,1,true,3,false,1,true,0,false,true,false,true,[:lower:],true,false,true,true,false,false,false,false,true,true,false,false,true,true,true,false,false,false,true,false,false,false,false,true,false,true,false,false,false,true,false,true,true,false,2,false
false,true,true,2,false,2,true,1,true,3,false,3,true,0,true,false,false,true,[:print:],false,false,false,false,false,true,true,true,false,true,false,true,true,true,true,true,true,false,true,true,true,false,false,false,true,true,true,true,false,true,false,false,true,true,2,true
false,false,true,1,false,3,true,1,false,3,false,3,false,0,false,false,true,false,[:alnum:],false,true,false,true,true,false,false,true,true,false,true,true,false,false,false,true,false,false,false,true,false,true,true,true,true,false,false,true,false,true,false,false,true,false,2,true
false,false,false,3,true,3,false,1,true,3,true,3,true,0,true,false,false,true,[:alpha:],true,true,false,true,false,true,false,false,true,true,true,false,false,true,true,false,false,true,true,false,false,true,true,true,false,true,true,false,true,false,true,true,false,true,2,true
false,false,true,1,false,3,true,1,false,3,true,3,false,0,true,false,false,false,[:blank:],false,false,true,false,true,true,false,false,false,false,false,true,true,false,true,false,true,true,true,false,true,false,true,false,false,false,true,true,false,false,false,true,true,true,2,false
false,true,true,3,false,3,false,1,false,3,true,3,true,0,true,true,false,false,[:graph:],false,false,false,false,true,false,false,true,false,false,true,true,true,true,true,false,false,true,false,true,true,false,false,false,true,true,false,false,false,false,false,true,false,false,2,true
true,true,false,2,false,3,false,1,false,3,false,3,true,0,false,true,false,true,[:lower:],false,false,true,false,true,false,false,true,false,false,true,false,false,true,false,true,false,false,false,true,true,true,false,false,false,false,true,false,true,false,true,true,false,true,2,true
false,true,true,3,false,3,true,1,true,3,false,3,false,0,true,true,true,true,[:punc:],false,false,false,true,true,false,true,false,false,false,true,false,false,false,false,true,true,false,false,false,false,true,false,true,true,false,true,false,true,true,true,false,true,false,2,true
true,false,true,1,false,3,true,1,true,3,true,3,false,0,false,true,false,true,[:upper:],true,false,true,true,false,false,true,false,true,false,true,true,true,false,true,true,false,false,false,true,true,false,true,false,false,true,false,true,false,true,false,true,false,true,2,true
false,true,false,3,false,3,true,1,true,3,true,3,true,0,true,true,true,true,[:xdigit:],true,true,true,true,true,true,true,false,true,false,true,false,false,false,true,false,true,true,false,false,false,false,false,false,true,true,false,false,false,true,true,true,false,true,2,false
false,true,false,3,true,0,false,2,false,3,false,0,false,0,true,true,true,false,[:alpha:],false,false,true,false,true,true,false,false,true,false,false,true,true,true,false,true,false,false,true,true,true,true,false,true,true,true,false,false,false,true,true,false,false,true,3,false
true,true,true,1,true,0,false,2,false,3,true,0,true,0,false,false,true,false,[:blank:],false,true,true,false,true,false,true,false,true,false,false,false,true,true,false,false,false,false,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,true,3,false
false,false,false,3,false,0,true,2,true,3,true,1,false,0,false,true,false,false,[:digit:],true,true,true,false,false,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,true,true,true,false,false,true,true,false,false,true,true,true,3,true
false,false,true,1,true,0,true,2,false,3,true,0,true,0,false,true,true,false,[:graph:],true,false,false,false,true,false,false,true,true,false,false,true,false,true,true,false,false,true,false,false,true,true,false,true,true,true,true,true,true,true,true,true,false,false,3,true
false,true,true,3,true,0,false,2,true,3,false,0,false,0,true,false,false,false,[:lower:],true,false,true,false,true,true,false,false,true,true,true,true,true,false,false,true,true,false,false,true,false,true,false,true,true,false,true,true,true,false,true,true,true,true,3,true
false,true,false,3,true,0,true,2,false,3,true,0,false,0,false,true,true,true,[:print:],false,false,false,false,true,false,false,false,false,true,true,false,false,true,false,true,true,true,false,true,true,false,true,true,false,true,true,true,true,false,false,false,true,false,3,false
true,true,false,1,true,1,true,2,false,3,true,0,true,0,false,false,true,true,[:alnum:],false,true,false,false,true,true,true,true,true,true,true,true,true,false,false,false,true,false,false,false,true,false,true,false,true,false,true,true,false,true,true,true,false,true,3,true
false,false,true,0,false,1,false,2,false,3,true,1,true,0,true,false,true,true,[:alpha:],false,true,false,false,true,true,false,true,true,true,true,true,false,true,true,false,false,false,true,false,true,false,true,false,true,false,true,true,false,false,true,false,true,false,3,false
false,true,true,2,false,1,true,2,false,3,false,1,false,0,true,false,true,false,[:blank:],true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,false,false,false,false,true,true,false,false,false,true,false,3,true
true,true,true,3,false,1,true,2,true,3,false,2,false,0,false,true,false,true,[:graph:],false,true,true,true,false,false,false,false,true,true,true,true,true,false,true,true,true,true,true,false,true,false,false,true,true,true,true,true,true,false,false,true,true,false,3,false
true,true,true,0,false,1,true,2,true,3,true,2,true,0,false,false,false,false,[:lower:],true,false,true,true,true,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,true,true,true,false,false,true,true,true,true,false,false,false,3,false
false,true,false,1,true,1,false,2,true,3,true,0,true,0,true,false,true,true,[:punc:],false,true,false,true,false,false,true,true,false,true,true,false,false,true,true,false,true,false,false,true,false,false,true,true,false,true,true,true,false,false,true,true,false,false,3,false
true,true,false,1,false,1,false,2,false,3,true,0,true,0,true,true,true,true,[:upper:],true,false,false,true,false,false,true,true,false,true,false,true,true,true,false,false,false,true,false,false,true,true,true,true,true,false,false,false,true,true,false,true,true,false,3,false
true,true,false,1,false,1,true,2,true,3,false,0,false,0,true,true,false,false,[:xdigit:],false,false,false,false,false,true,false,true,false,true,true,false,true,true,true,false,false,true,false,false,true,false,true,true,false,false,false,false,false,true,false,true,true,true,3,true
true,false,true,3,false,2,true,2,true,3,true,2,true,0,true,false,true,true,[:alnum:],false,true,false,false,false,true,true,false,false,true,false,false,true,false,false,false,true,true,true,true,false,true,false,false,false,true,false,true,false,false,false,true,true,true,3,false
true,false,false,3,false,2,true,2,false,3,false,3,false,0,true,true,false,true,[:blank:],false,true,true,false,true,false,false,true,true,true,false,false,true,true,true,true,true,true,true,true,false,true,false,true,false,false,false,true,true,false,true,true,true,true,3,false
true,true,true,1,false,2,true,2,true,3,false,2,false,0,true,false,true,false,[:digit:],true,false,true,true,false,true,true,false,false,true,false,false,true,true,false,false,false,false,true,true,true,true,true,true,true,false,true,false,true,false,false,false,true,true,3,false
false,true,false,2,true,2,false,2,false,3,false,3,true,0,false,false,false,false,[:lower:],false,true,true,true,false,true,true,false,false,false,true,false,false,false,true,true,true,false,true,true,false,false,false,false,false,false,true,false,false,false,true,false,true,true,3,true
false,true,true,1,false,2,false,2,false,3,true,2,true,0,true,true,true,true,[:print:],false,true,false,true,false,true,true,false,true,true,false,false,true,false,false,false,true,true,false,true,true,true,false,false,true,true,true,true,false,true,true,false,false,true,3,false
false,false,true,0,false,2,true,2,true,3,false,2,true,0,true,false,true,true,[:punc:],false,false,true,true,true,true,true,false,true,false,false,true,false,false,true,true,true,false,true,true,false,false,true,false,false,true,false,true,false,true,false,false,true,true,3,true
true,true,false,3,true,2,true,2,false,3,false,2,true,0,true,false,true,false,[:upper:],true,false,false,true,true,false,false,true,false,true,true,true,true,false,true,true,false,true,false,true,false,false,false,false,true,true,true,false,true,true,false,true,false,false,3,false
true,true,true,3,true,2,false,2,false,3,true,2,true,0,true,true,true,false,[:xdigit:],true,false,false,false,false,false,true,false,false,true,true,true,true,true,false,false,true,true,false,false,false,true,true,true,false,true,false,true,false,true,true,true,true,true,3,true
false,true,true,2,false,3,false,2,true,3,true,3,true,0,false,true,true,true,[:alnum:],true,false,true,true,true,true,true,false,false,true,false,true,true,false,false,true,false,false,true,false,true,false,false,true,false,true,true,true,true,true,true,true,false,true,3,false
false,false,false,1,false,3,false,2,false,3,true,2,false,0,false,true,false,true,[:alpha:],true,true,true,true,true,true,false,false,true,true,true,false,false,true,true,false,true,true,true,true,false,true,false,false,false,true,true,true,false,true,true,false,false,true,3,false
true,true,true,3,false,3,false,2,true,3,true,3,true,0,false,false,false,true,[:digit:],true,true,true,true,false,true,false,false,false,false,false,true,true,true,true,true,true,false,true,false,true,true,false,false,false,false,false,false,false,false,true,false,true,true,3,true
false,true,false,2,true,3,true,2,false,3,false,3,false,0,false,false,true,false,[:graph:],true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,false,true,true,true,false,false,3,false
false,true,false,3,true,3,true,2,true,3,false,3,true,0,false,true,true,false,[:print:],false,true,false,false,true,false,false,true,false,false,false,true,true,false,true,false,true,true,false,false,false,false,true,true,true,true,false,false,true,false,true,true,true,true,3,true
true,true,false,1,true,3,true,2,true,3,true,3,true,0,false,true,false,false,[:punc:],false,true,true,false,false,true,true,true,false,false,false,false,true,false,true,true,false,true,true,false,false,false,false,false,true,true,true,true,true,true,false,false,false,true,3,false
false,true,true,3,true,3,true,2,true,3,true,3,true,0,false,true,false,true,[:upper:],true,true,true,true,false,false,true,false,true,false,false,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,true,true,3,true
false,true,true,2,false,3,true,2,false,3,true,3,true,0,false,false,false,false,[:xdigit:],true,true,true,true,false,false,false,true,false,true,true,true,true,true,true,true,true,true,false,false,true,false,false,true,false,false,true,false,true,false,false,true,false,false,3,true
false,true,false,1,true,0,true,3,false,3,false,1,true,0,true,false,true,true,[:alnum:],false,true,false,false,false,false,false,true,true,false,true,false,true,true,true,false,false,true,true,true,false,true,false,false,true,true,true,true,false,false,false,false,false,false,4,true
false,false,false,0,true,0,false,3,true,3,false,0,false,0,false,false,false,false,[:alpha:],true,false,false,true,false,false,false,true,true,true,true,true,false,false,false,true,true,false,false,false,false,true,false,false,false,true,false,false,true,true,false,false,false,false,4,false
false,false,true,2,false,0,false,3,true,3,false,0,false,0,true,false,true,false,[:digit:],true,true,true,false,false,true,true,false,true,false,false,false,true,true,true,true,false,true,true,false,false,false,true,false,true,true,false,false,false,true,true,true,true,true,4,true
true,false,true,0,true,0,false,3,false,3,true,1,false,0,false,false,true,false,[:graph:],true,true,true,true,true,false,true,false,true,false,true,false,true,false,true,false,true,false,false,true,false,true,false,false,true,false,true,false,false,true,true,true,false,true,4,true
true,true,false,2,false,0,false,3,false,3,false,1,true,0,false,false,false,false,[:print:],false,true,false,true,true,true,false,false,false,true,true,false,true,false,true,true,false,false,false,false,true,false,true,false,true,true,false,true,true,false,false,false,true,false,4,true
false,false,false,3,false,0,true,3,true,3,true,1,false,0,false,true,false,true,[:punc:],false,false,true,true,true,false,false,false,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,true,true,true,false,true,true,true,4,false
false,false,true,0,false,0,true,3,true,3,true,1,true,0,true,false,true,true,[:upper:],false,true,false,false,false,true,false,false,true,false,true,true,false,true,false,true,true,true,true,false,true,false,true,false,true,false,true,false,false,false,true,false,true,false,4,false
false,false,false,0,false,0,false,3,true,3,true,1,false,0,true,false,false,true,[:xdigit:],true,false,true,false,true,false,true,false,false,false,false,true,true,true,false,true,true,false,true,true,false,true,true,true,true,false,true,true,true,true,false,false,true,true,4,true
false,true,true,3,false,1,false,3,false,3,false,2,false,0,false,true,true,true,[:alnum:],true,false,true,false,false,false,true,true,true,true,true,true,true,true,false,false,false,false,false,true,true,false,false,false,false,true,true,true,false,false,true,false,false,false,4,false
false,false,false,0,true,1,true,3,false,3,false,0,true,0,true,true,true,false,[:blank:],false,true,true,false,false,false,true,false,false,true,false,false,false,true,false,true,true,false,false,false,false,true,true,true,false,false,true,true,true,true,false,false,false,false,4,true
true,true,false,3,false,1,true,3,true,3,false,2,false,0,true,false,false,false,[:digit:],true,true,false,false,false,true,false,false,false,false,false,true,true,true,false,false,false,false,false,true,true,true,true,false,false,false,false,false,true,true,false,true,true,false,4,true
true,true,false,1,false,1,true,3,false,3,false,1,true,0,true,true,false,true,[:lower:],false,true,false,false,true,false,true,false,true,false,false,true,false,true,true,true,false,true,true,true,false,true,false,false,false,true,false,true,true,true,false,true,false,true,4,true
true,true,true,2,false,1,false,3,false,3,true,2,false,0,true,true,false,true,[:print:],true,true,false,false,false,false,false,true,true,true,false,false,false,true,false,false,true,false,true,false,false,false,false,true,false,false,true,true,false,false,false,true,false,true,4,false
false,false,true,1,true,1,false,3,true,3,false,2,false,0,true,true,true,false,[:punc:],true,false,false,false,true,true,true,false,false,false,false,false,true,false,false,true,true,true,true,true,false,true,false,true,false,false,true,true,false,false,false,true,false,false,4,false
false,true,false,1,true,1,true,3,false,3,true,2,true,0,true,false,false,true,[:upper:],true,true,false,true,true,true,true,false,true,true,true,true,false,false,false,false,true,true,false,false,false,true,false,true,true,true,false,true,true,false,false,false,true,false,4,true
false,false,true,3,true,1,false,3,false,3,true,2,false,0,true,false,false,true,[:xdigit:],false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,true,false,true,false,true,true,false,true,false,false,true,false,4,false
false,false,false,2,true,2,true,3,true,3,false,3,true,0,true,true,false,false,[:alnum:],false,false,true,true,true,true,true,true,true,false,false,false,true,true,false,false,true,true,true,false,false,false,false,true,false,false,true,true,false,true,true,false,true,true,4,false
true,false,false,1,false,2,true,3,true,3,false,1,true,0,false,true,false,false,[:alpha:],false,true,true,true,false,true,true,true,true,true,false,false,false,false,true,false,true,false,false,true,true,false,false,true,false,true,false,false,true,true,false,false,false,false,4,true
false,false,false,3,false,2,false,3,false,3,true,1,true,0,false,false,true,true,[:blank:],false,true,false,false,false,true,true,false,false,false,false,true,true,false,false,true,false,true,false,true,false,true,true,true,true,false,false,true,true,true,false,true,false,false,4,true
true,false,false,1,true,2,false,3,false,3,true,2,false,0,false,false,true,true,[:graph:],true,true,true,false,false,true,true,false,true,false,true,true,true,true,true,true,true,false,false,false,true,false,false,true,true,true,false,false,false,true,true,false,true,false,4,true
false,false,true,0,true,2,false,3,false,3,false,2,true,0,true,false,true,false,[:lower:],true,true,false,true,true,false,false,true,false,true,true,false,true,true,false,true,false,true,false,true,true,true,true,true,false,false,false,true,true,false,true,true,false,false,4,false
false,false,true,2,true,2,false,3,true,3,true,3,false,0,true,false,false,false,[:punc:],false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,true,false,false,true,false,true,true,false,false,true,true,true,false,4,true
false,false,false,2,false,2,false,3,false,3,true,3,true,0,false,false,false,false,[:upper:],false,false,false,true,false,false,true,true,false,true,true,false,true,true,true,true,false,true,false,false,true,true,false,true,false,true,true,true,true,false,true,false,true,false,4,true
false,false,true,2,true,2,false,3,true,3,true,3,false,0,false,true,true,true,[:xdigit:],true,false,true,false,false,true,true,true,false,true,false,true,false,false,false,false,false,true,true,false,true,false,true,false,true,false,true,false,true,true,false,true,true,true,4,false
true,false,true,1,false,3,false,3,false,3,true,3,false,0,true,false,true,false,[:alpha:],true,false,false,true,false,false,false,false,true,true,true,false,true,false,false,false,false,true,false,true,false,true,true,false,false,false,true,false,true,false,true,false,false,false,4,false
false,true,true,2,true,3,false,3,true,3,false,2,true,0,true,false,false,false,[:blank:],false,false,false,false,true,true,true,true,false,false,false,false,true,false,false,false,true,false,false,false,true,false,false,true,true,true,false,false,true,false,false,true,false,false,4,false
false,true,false,0,false,3,true,3,false,3,false,3,true,0,true,true,true,false,[:digit:],true,false,false,false,false,false,false,true,true,false,false,true,false,false,true,true,true,false,true,false,false,false,true,true,false,false,true,false,false,false,true,false,true,true,4,false
false,false,false,1,true,3,false,3,true,3,true,3,false,0,false,false,false,true,[:graph:],false,true,false,true,false,true,true,true,false,true,true,true,false,true,true,false,false,false,true,true,false,false,true,true,false,false,false,true,false,false,true,true,true,true,4,true
true,false,false,1,true,3,true,3,false,3,false,3,false,0,true,true,true,true,[:lower:],false,false,false,true,false,true,false,false,false,true,false,true,false,false,false,true,false,true,true,true,false,false,false,false,true,true,true,true,false,true,true,true,false,true,4,false
false,true,true,1,false,3,true,3,false,3,true,3,true,0,true,true,false,false,[:print:],true,true,false,false,true,true,false,true,false,true,false,true,false,false,false,true,true,false,false,true,false,false,false,true,false,false,false,false,true,true,false,false,false,false,4,false
false,false,false,0,true,0,false,0,false,0,false,0,true,1,false,false,false,false,[:alnum:],true,false,true,true,false,true,true,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,true,false,false,true,false,false,true,true,false,false,true,false,1,true
false,false,false,0,true,0,false,0,true,0,true,0,false,1,false,true,false,false,[:blank:],false,true,true,true,true,false,false,false,true,false,true,true,true,false,false,false,true,false,true,true,false,false,true,false,true,true,false,false,true,true,false,false,false,true,1,true
true,false,false,0,true,0,true,0,false,0,false,1,true,1,false,false,false,false,[:digit:],true,false,false,false,true,false,true,true,true,false,false,false,true,true,true,true,false,true,false,false,false,false,false,false,true,false,false,true,false,false,true,false,true,false,1,false
false,false,true,2,false,0,false,0,false,0,false,0,true,1,false,true,true,true,[:lower:],true,false,true,false,true,true,true,true,true,false,true,true,true,true,false,true,false,false,true,false,true,false,false,false,true,false,true,false,false,true,true,true,false,false,1,false
true,true,false,3,true,0,true,0,false,0,true,0,false,1,false,false,true,true,[:print:],true,false,true,false,false,false,false,false,true,false,true,false,true,false,true,false,false,true,true,true,false,false,false,false,true,false,false,false,false,false,true,true,false,false,1,true
false,true,false,3,false,0,false,0,false,0,true,0,true,1,true,true,true,true,[:punc:],true,false,false,false,false,true,true,false,false,false,false,false,false,true,true,false,false,false,true,true,true,false,false,false,false,false,true,false,false,true,true,false,true,true,1,true
false,false,false,0,true,0,false,0,false,0,true,0,true,1,false,true,false,false,[:upper:],false,true,true,false,false,false,true,true,false,false,false,false,false,true,true,true,true,false,true,false,false,true,true,true,false,false,true,true,true,true,true,true,true,true,1,false
false,false,false,0,true,0,true,0,true,0,true,0,true,1,false,false,false,false,[:xdigit:],true,true,false,true,false,false,false,false,true,false,true,true,true,false,false,true,false,true,true,true,true,true,false,true,true,false,false,false,true,true,false,false,true,true,1,false
true,false,true,2,true,1,false,0,false,0,true,2,false,1,true,true,false,false,[:alnum:],true,true,true,true,true,true,true,true,false,false,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,true,true,false,false,false,false,true,false,1,false
false,false,false,1,false,1,false,0,true,0,false,0,false,1,false,true,true,false,[:alpha:],false,false,true,false,true,false,true,true,false,true,false,false,false,false,true,true,true,true,true,true,false,true,true,true,false,false,true,true,true,false,true,true,true,true,1,true
false,false,false,2,true,1,false,0,true,0,false,2,false,1,false,false,false,false,[:digit:],true,false,false,false,true,true,false,false,false,true,false,true,false,true,false,true,true,true,false,true,true,true,true,true,false,false,true,false,true,true,true,true,false,true,1,false
true,true,false,0,false,1,true,0,true,0,false,0,true,1,false,false,false,false,[:graph:],false,true,true,false,false,false,false,true,true,true,true,true,false,false,true,false,false,false,false,true,true,true,false,false,false,false,true,false,true,true,false,false,false,false,1,true
false,false,false,1,false,1,true,0,false,0,true,2,true,1,true,true,true,true,[:print:],true,true,false,false,true,true,true,true,false,false,true,false,false,true,false,false,true,true,false,false,true,true,false,false,true,true,true,true,false,false,true,false,false,false,1,true
true,true,true,0,true,1,true,0,true,0,false,2,true,1,true,false,false,false,[:punc:],true,true,false,true,true,false,false,true,true,false,true,true,false,false,false,true,true,false,false,false,false,true,true,false,false,true,false,false,false,false,true,false,true,true,1,false
true,true,false,3,false,1,true,0,false,0,true,2,false,1,true,true,true,false,[:upper:],true,true,false,true,false,false,false,false,false,true,false,true,false,true,false,false,true,false,false,true,false,true,false,true,true,true,true,true,true,false,true,true,false,true,1,true
false,false,false,3,false,1,true,0,true,0,true,2,false,1,true,true,false,false,[:xdigit:],false,false,false,false,false,true,false,true,true,true,true,false,true,true,true,false,true,true,false,true,true,true,false,true,true,false,true,false,true,true,true,true,true,true,1,false
